message_uuid,time,tenant,org_id,space_id,app_or_service_id,als_service_id,user,category,format_version,message.uuid,message.user,message.time,message.id,message.success,message.object.type,message.object.id.entity,message.attributes.0.name,message.attributes.0.old,message.attributes.0.new,message.status,message.category,message.tenant,message.object.id.crudType,message.object.id.creationTimestamp,message.object.id.origin,message.object.id.onBehalfOf,message.object.id.correlationId,message.identityProvider,message.object.id.tableName,message.object.id.identityproviderid,message.attributes.1.name,message.attributes.1.new,message.attributes.2.name,message.attributes.2.new,message.attributes.3.name,message.attributes.3.new,message.object.id.id,message.attributes.1.old,message.attributes.3.old,message.attributes.4.name,message.attributes.4.old,message.attributes.4.new,message.attributes.5.name,message.attributes.5.old,message.attributes.5.new,message.attributes.6.name,message.attributes.7.name,message.attributes.8.name,message.attributes.9.name,message.attributes.9.old,message.attributes.9.new,message.attributes.10.name,message.attributes.10.old,message.attributes.10.new,message.attributes.11.name,message.attributes.11.old,message.attributes.11.new,message.attributes.12.name,message.attributes.13.name,message.attributes.13.old,message.attributes.13.new,message.attributes.14.name,message.attributes.14.new,message.attributes.15.name,message.attributes.15.old,message.attributes.15.new,message.attributes.16.name,message.attributes.16.old,message.attributes.16.new,message.attributes.17.name,message.attributes.17.old,message.attributes.17.new,message.attributes.18.name,message.attributes.18.old,message.attributes.18.new,message.attributes.19.name,message.attributes.19.old,message.attributes.19.new,message.object.id.name,message.object.id.configuration,message.object.id.change-summary,message.object.id.micro-service,message.object.id.customer-org,message.object.id.mobile-application,message.object.id.customer-space,message.object.id.mobile-instanceId,message.object.id.client-ip,message.object.id.customer-subaccount,message.app,message.org,message.space,message.object.id.key,message.object.id.targetTenant,message.object.id.message,message.object.id.Global Account GUID,message.object.id.Subscribed TenantID,message.object.id.Subscription Plan,message.object.id.type,message.object.id.description,message.object.id.object_id,message.object.id.action,message.object.id.operationType,message.object.id.loggedBy,message.object.id.ID,message.data_subject.type,message.data_subject.id.tenantId,message.data_subject.id.instanceId,message.data_subject.id.correlationId,message.attributes.2.old,message.attributes.6.old,message.attributes.6.new,message.object.id.tenant_id,message.data_subject.role,message.data_subject.id.id,message.attributes.0.successful
a84810d9-7520-49cd-9d39-7fd45a50c3f7,2026-07-04T12:31:56.422Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85e80152-9c7e-4bfa-91cd-491067eb81eb,2026-07-04T12:31:58.636Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ec7ca71-445f-4aaf-9c60-6f3563870869,2026-07-04T12:31:58.199Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e2eb973-a00f-4a16-8194-c8e7eacbb314,2026-07-04T12:31:56.241Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501aa14-bcae-4c24-88d1-e8be678a47b3,2026-07-04T12:31:56.241Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a000b839-25a5-4a98-88e0-ec636d2268ed,2026-07-04T12:31:56.823Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ec22d2f-74e6-42c8-86df-99f74e7dcea7,2026-07-04T12:31:56.757Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0522118-b678-4e04-88a6-404756ac1d35,2026-07-04T12:31:56.279Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389c91d2-21fa-4b05-bb1a-bfc4b5980752,2026-07-04T12:31:58.441Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065f27a3-b28a-4966-bcda-cda2ee5d247a,2026-07-04T12:31:56.448Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a04d2e64-f3cf-45bf-8997-0ed8cdaae94b,2026-07-04T12:31:58.506Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9adad8cb-125d-4a67-8624-3fc233e2c482,2026-07-04T12:31:58.636Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240657-8274-46d3-86b8-2602c9f01a4e,2026-07-04T12:31:56.678Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476929fd-154d-461b-9762-488437baa847,2026-07-04T12:31:58.576Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411c8c04-d662-421c-afd7-28c7af7fecff,2026-07-04T12:31:56.634Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
badb4c6b-ec8f-4124-a731-aea1935b96d5,2026-07-04T12:31:58.656Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3abab1f-113c-467c-a3f2-99d6bd0b228c,2026-07-04T12:31:58.441Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9942ace-3d09-4407-aac8-d8c24d2d627e,2026-07-04T12:31:56.708Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93bb2491-f4be-473a-91f4-31d909255bad,2026-07-04T12:31:56.841Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38168996-c34f-478e-a9cb-a8bb9ab1672f,2026-07-04T12:31:58.146Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008211c-c535-4737-b22f-c3ffedda869a,2026-07-04T12:31:58.165Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90fc7295-932c-4aaf-b144-8aa95d87e0ca,2026-07-04T12:31:58.115Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98d811e6-5634-4ab0-9f4a-2755c6c27c48,2026-07-04T12:31:58.146Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19f2b8d4-60c5-4c7d-834f-049b04763f01,2026-07-04T12:31:58.236Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdeece0c-9e8e-43df-8209-fb72641b6bed,2026-07-04T12:31:58.236Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-b5875d72-4530-4b3c-8b62-f25eb0aab84d!b49390|sapmlirpa--irpa--production--uaa-service-broker!b1999,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6db3b57-053e-43f4-958a-f0a4b20da7bb,2026-07-04T12:31:58.263Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eca09ab-be08-4765-8539-644f8883d4d1,2026-07-04T12:31:58.527Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93d54fd9-cfd0-44dc-8d5e-31189c4c8e04,2026-07-04T12:31:58.506Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c8dc9081-9bf9-4c35-b9ef-ab609fe31366,2026-07-04T12:31:58.115Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-xsuaa!b49390,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b15baff-ce12-4531-af16-2096b6177f6c,2026-07-04T12:34:33.758Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-f214327e-30cf-4b47-a155-7e6b7bb76612!b1999|dox-xsuaa-std-production!b9505,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a70947f2-a090-4ac4-beac-6a51eead06d9,2026-07-04T12:47:48.819Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988c37a9-147f-45d2-afca-ce776f037c84,2026-07-04T12:47:48.793Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-ut-458e80b9-26f5-4429-b11f-31e7c866ba22-clone!b6267|cis-local!b4,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d2fd477-612a-441e-8b43-596a6e1cb7c1,2026-07-04T12:47:48.793Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-ut-458e80b9-26f5-4429-b11f-31e7c866ba22-clone!b6267|cis-local!b4,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12c185d0-a11c-4de4-8084-86b271b7b48f,2026-07-04T12:47:57.072Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-3efd83a8-d0ec-4f97-802e-2f7959d427a6!b6267|service-manager!b1476,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8da0ed1-2759-4937-90c5-4b0b5488bf60,2026-07-04T12:47:57.072Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-3efd83a8-d0ec-4f97-802e-2f7959d427a6!b6267|service-manager!b1476,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848ec43-49d5-4e44-ac5c-f27715557582,2026-07-04T12:47:57.091Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7924ca9e-89fd-49fc-82fa-6ce12dad76d6,2026-07-04T12:48:11.961Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f2d1931-4b31-437b-80b9-489e137099a2,2026-07-04T12:48:11.936Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-cockpit_xsuaa-api!t6267,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffcea20-864f-434c-9ec6-007efb80a85a,2026-07-04T12:48:11.936Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,sb-cockpit_xsuaa-api!t6267,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd212d90-9821-4b09-8061-44af3d900809,2026-07-04T13:02:30.927Z,baae3a89-81f6-4b4a-a216-7cbaedcc401c,b47dad21-08b2-41fd-b49e-133635884836,9af3dfd0-664c-42c6-a56f-f8fbd397e040,91cfde16-df31-43b9-a516-f2547612dc45,f4b2723d-1383-4dcc-b53a-621a8dcd3737,basiser@163.com,audit.security-events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
